CNTYNAME,PSTL_CODE,YEAR,DATE_COL,ELEVATION,UID,SITE_ID,UNIQUE_ID,LAT_DD83,LON_DD83
La Paz,AZ,2019,4/29/2019,81.46,2013619,NRS18_AZ_10007,NRS_AZ-10655,33.66839875,-114.5312724
Clark,NV,2019,4/30/2019,146.705,2013620,NRS18_NV_10004,NRS_NV-10286,35.07424179,-114.6042903
Mohave,AZ,2019,4/30/2019,153.11,2013621,NRS18_AZ_10020,NRS_AZ-10694,35.15629328,-114.5706815
Union,NM,2019,4/30/2019,1536.6,2013622,NRS18_NM_10968,NRS_NM-10288,36.95393067,-103.5030799
Union,NM,2019,5/1/2019,1449.81,2013623,NRS18_NM_10507,NRS_NM-10241,36.17476985,-103.3193983
Webb,TX,2019,5/1/2019,120.55,2013624,NRS18_TX_10074,NRS_TX-10324,27.52540384,-99.4485389
Dimmit,TX,2019,5/2/2019,150.76,2013625,NRS18_TX_10079,NRS_TX-10329,28.5093165,-99.76235329
Harding,NM,2019,5/2/2019,1554.94,2013626,NRS18_NM_11409,NRS_NM-10348,36.04540968,-104.3744102
Harding,NM,2019,5/2/2019,1534.09,2013627,NRS18_NM_11401,NRS_NM-10340,35.99107196,-104.3426529
Maricopa,AZ,2019,5/2/2019,570.66,2013628,NRS18_AZ_12038,NRS_AZ-10731,33.90155117,-112.6718023
Gila,AZ,2019,5/3/2019,768.255,2013629,NRS18_AZ_10012,NRS_AZ-10662,33.97792179,-111.3062761
Lincoln,NM,2019,5/6/2019,2087.87,2013630,NRS18_NM_10014,NRS_NM-10154,33.35193516,-105.67545
Socorro,NM,2019,5/5/2019,1371.03,2013631,NRS18_NM_11246,NRS_NM-10326,33.77122881,-106.9013376
Graham,AZ,2019,5/6/2019,850.38,2013632,NRS18_AZ_10027,NRS_AZ-10701,32.9203805,-109.8384095
Greenlee,AZ,2019,5/5/2019,1281.88,2013633,NRS18_AZ_10013,NRS_AZ-10665,33.29637167,-109.1921199
Mason,TX,2019,5/6/2019,504.89,2013634,NRS18_TX_10041,NRS_TX-10291,30.92269876,-99.43732159
Otero,NM,2019,5/7/2019,1549.58,2013635,NRS18_NM_10809,NRS_NM-10263,33.11447628,-105.9352895
Pinal,AZ,2019,5/7/2019,889.82,2013636,NRS18_AZ_12037,NRS_AZ-10730,32.91215187,-110.477373
Catron,NM,2019,5/8/2019,1880.51,2013637,NRS18_NM_10035,NRS_NM-10068,33.30076776,-108.1255044
Mohave,AZ,2019,5/7/2019,439.39,2013638,NRS18_AZ_10014,NRS_AZ-10656,35.91660178,-113.3346624
Coconino,AZ,2019,5/3/2019,804.445,2013639,NRS18_AZ_10004,NRS_AZ-10422,36.08766461,-111.8706113
Coconino,AZ,2019,5/2/2019,866.86,2013640,NRS18_AZ_10005,NRS_AZ-10426,36.43346223,-111.8640926
Grant,NM,2019,5/9/2019,1451.06,2013641,NRS18_NM_11545,NRS_NM-10378,33.07475125,-108.4969982
Yuma,AZ,2019,5/9/2019,30.98,2013642,NRS18_AZ_10457,NRS_AZ-10722,32.65093253,-114.6933435
Yavapai,AZ,2019,5/10/2019,1012.59,2013643,NRS18_AZ_10024,NRS_AZ-10698,34.765382,-112.0304064
Gila,AZ,2019,5/10/2019,1047.3,2013644,NRS18_AZ_10843,NRS_AZ-10729,34.22693406,-111.4564145
Yuma,AZ,2019,5/9/2019,35.76,2013645,NRS18_AZ_12844,NRS_AZ-10740,32.72092416,-114.5657563
Catron,NM,2019,5/10/2019,1596.23,2013646,NRS18_NM_11094,NRS_NM-10323,33.52384134,-108.8793589
Greenlee,AZ,2019,5/12/2019,1841.535,2013647,NRS18_AZ_10003,NRS_AZ-10584,33.67588001,-109.0840924
Chaves,NM,2019,5/12/2019,1116.78,2013648,NRS18_NM_11437,NRS_NM-10376,33.9084068,-104.2725551
Pinal,AZ,2019,5/12/2019,437.96,2013649,NRS18_AZ_10456,NRS_AZ-10721,32.85022195,-111.7177095
Guadalupe,NM,2019,5/13/2019,1442.58,2013650,NRS18_NM_11434,NRS_NM-10373,35.04529056,-104.7159392
Apache,AZ,2019,5/13/2019,2079.835,2013651,NRS18_AZ_10015,NRS_AZ-10657,34.1618251,-109.3017426
Apache,AZ,2019,5/13/2019,2695.39,2013652,NRS18_AZ_10008,NRS_AZ-10670,33.8901935,-109.4719997
Apache,AZ,2019,5/14/2019,2587.21,2013653,NRS18_AZ_10009,NRS_AZ-10675,36.41929761,-109.1022501
Reeves,TX,2019,5/14/2019,856.82,2013654,NRS18_TX_11093,NRS_TX-10405,31.87713202,-103.9497315
Taos,NM,2019,5/14/2019,2300.74,2013655,NRS18_NM_10001,NRS_NM-10061,36.110604,-105.7319394
Harding,NM,2019,5/16/2019,1534.09,2013657,NRS18_NM_11401,NRS_NM-10340,35.99107196,-104.3426529
Harding,NM,2019,5/17/2019,1554.94,2013658,NRS18_NM_11409,NRS_NM-10348,36.04540968,-104.3744102
El Paso,TX,2019,5/19/2019,1087.85,2013659,NRS18_TX_11224,NRS_TX-10447,31.39741698,-106.0552077
El Paso,TX,2019,5/19/2019,1099.63,2013660,NRS18_TX_11086,NRS_TX-10398,31.49664795,-106.1567775
El Paso,TX,2019,5/19/2019,1109.17,2013661,NRS18_TX_11101,NRS_TX-10413,31.60253492,-106.2254934
San Juan,NM,2019,5/19/2019,1696.14,2013662,NRS18_NM_10397,NRS_NM-10227,36.72135829,-107.9249131
San Juan,NM,2019,5/20/2019,1656.54,2013663,NRS18_NM_11701,NRS_NM-10386,36.70176355,-107.9728319
Dimmit,TX,2019,5/19/2019,158.58,2013664,NRS18_TX_11369,NRS_TX-10453,28.56863366,-99.79815854
La Salle,TX,2019,5/19/2019,91.51,2013665,NRS18_TX_11330,NRS_TX-10449,28.17140876,-99.04033334
San Miguel,NM,2019,5/15/2019,1767.28,2013666,NRS18_NM_10013,NRS_NM-10153,35.27117417,-105.3679025
Gray,TX,2019,5/21/2019,942.13,2013667,NRS18_TX_11028,NRS_TX-10389,35.57473842,-100.9219224
San Juan,NM,2019,5/21/2019,1548.48,2013668,NRS18_NM_10042,NRS_NM-10131,36.75051791,-108.4181794
Kinney,TX,2019,5/21/2019,295.33,2013669,NRS18_TX_11270,NRS_TX-10448,29.26018014,-100.6195226
San Juan,NM,2019,5/23/2019,1818.34,2013670,NRS18_NM_10381,NRS_NM-10211,36.61120816,-107.9798543
San Juan,NM,2019,5/22/2019,1453.98,2013671,NRS18_NM_10031,NRS_NM-10171,36.88400335,-108.8141525
Gray,TX,2019,5/22/2019,840.27,2013672,NRS18_TX_10887,NRS_TX-10370,35.41669834,-100.7931772
Rio Arriba,NM,2019,5/27/2019,2318.76,2013673,NRS18_NM_10007,NRS_NM-10123,36.57492225,-106.0471804
Rio Arriba,NM,2019,5/26/2019,2952.025,2013674,NRS18_NM_10003,NRS_NM-10099,36.78885874,-106.2404726
McKinley,NM,2019,5/24/2019,1965.25,2013675,NRS18_NM_10805,NRS_NM-10259,35.56497861,-107.484687
Union,NM,2019,5/28/2019,1384.49,2013676,NRS18_NM_11002,NRS_NM-10322,36.97939476,-103.1849313
Randolph,GA,2019,5/29/2019,71.03,2013677,NRS18_GA_10057,NRS_GA-10174,31.65432074,-84.93768636
Colfax,NM,2019,5/29/2019,1796.31,2013678,NRS18_NM_10951,NRS_NM-10271,36.50658615,-104.5975793
Polk,GA,2019,5/30/2019,290.255,2013679,NRS18_GA_10036,NRS_GA-10145,33.92561918,-85.34711959
Val Verde,TX,2019,5/29/2019,359.22,2013680,NRS18_TX_10017,NRS_TX-10089,29.7715125,-101.7318187
Colfax,NM,2019,5/30/2019,2195.39,2013681,NRS18_NM_10019,NRS_NM-10159,36.84590359,-104.9293274
Brewster,TX,2019,5/31/2019,761.27,2013682,NRS18_TX_11185,NRS_TX-10432,29.32403709,-103.5543228
Hudspeth,TX,2019,6/2/2019,1069.28,2013683,NRS18_TX_11144,NRS_TX-10420,31.22756716,-105.8161481
Georgetown,SC,2019,6/2/2019,0.1,2013684,NRS18_SC_10332,NRS_SC-10098,33.34697491,-79.35510056
Muhlenberg,KY,2019,6/3/2019,114.28,2013685,NRS18_KY_10012,NRS_KY-10079,37.33668782,-87.13760526
Colfax,NM,2019,5/31/2019,1781.49,2013686,NRS18_NM_10947,NRS_NM-10267,36.38596199,-104.648788
Lexington,SC,2019,6/3/2019,38.48,2013687,NRS18_SC_10017,NRS_SC-10083,33.93630374,-81.06483719
Valencia,NM,2019,6/3/2019,1468.98,2013688,NRS18_NM_10002,NRS_NM-10057,34.75014538,-106.7424914
Chatham,NC,2019,6/3/2019,71.11,2013689,NRS18_NC_10012,NRS_NC-10133,35.73298947,-78.97088818
Floyd,VA,2019,6/4/2019,721.19,2013690,NRS18_VA_10004,NRS_VA-10090,37.05594983,-80.29942914
Clearfield,PA,2019,6/4/2019,468.175,2013691,NRS18_PA_10003,NRS_PA-10050,40.92972698,-78.26004861
Putnam,NY,2019,6/4/2019,212.32,2013692,NRS18_NY_10250,NRS_NY-10178,41.49693025,-73.54893502
Windham,VT,2019,6/3/2019,258.09,2013693,NRS18_VT_10003,NRS_VT-10100,43.04999043,-72.72147657
Bennington,VT,2019,6/4/2019,454.09,2013694,NRS18_VT_RF001,NRS_VT-10152,43.14003,-72.93391
Lake,MN,2019,6/4/2019,554.58,2013695,NRS18_MN_10253,NRS_MN-10212,47.606783,-91.46974952
Union,KY,2019,6/4/2019,98.76,2013696,NRS18_KY_10002,NRS_KY-10028,37.78139705,-88.03819225
Cherokee,AL,2019,6/4/2019,157.79,2013697,NRS18_AL_11088,NRS_AL-10108,34.12275721,-85.73654963
Echols,GA,2019,6/4/2019,26.81,2013698,NRS18_GA_10002,NRS_GA-10041,30.70226826,-83.0338573
Lincoln,OR,2019,6/4/2019,28.935,2013699,NRS18_OR_10013,NRS_OR-10483,44.37292588,-123.8363514
Clarendon,SC,2019,6/4/2019,30.275,2013700,NRS18_SC_10001,NRS_SC-10028,33.82362488,-80.06803079
Stonewall,TX,2019,6/4/2019,539.72,2013701,NRS18_TX_10987,NRS_TX-10377,33.15336822,-100.4903948
Roseau,MN,2019,6/4/2019,312.47,2013702,NRS18_MN_10038,NRS_MN-10175,48.96363279,-96.22927292
Socorro,NM,2019,6/4/2019,1434.71,2013703,NRS18_NM_10008,NRS_NM-10127,34.35425288,-106.8531592
Pennington,MN,2019,6/5/2019,343.31,2013704,NRS18_MN_10022,NRS_MN-10155,48.10912487,-96.11105552
Oklahoma,OK,2019,6/5/2019,356.1,2013705,NRS18_OK_11427,NRS_OK-10231,35.46304611,-97.45968433
Mingo,WV,2019,6/4/2019,234.455,2013706,NRS18_WV_10005,NRS_WV-10017,37.54136091,-82.03360839
Orange,NY,2019,6/5/2019,142.95,2013707,NRS18_NY_10700,NRS_NY-10225,41.24631379,-74.16997129
Horry,SC,2019,6/5/2019,5.53,2013708,NRS18_SC_10002,NRS_SC-10024,33.88390644,-78.78473647
Crittenden,KY,2019,6/5/2019,98.76,2013709,NRS18_KY_10027,NRS_KY-10105,37.47280752,-88.07670869
Lake,MN,2019,6/5/2019,464.04,2013710,NRS18_MN_10005,NRS_MN-10090,47.75501675,-91.53362421
Brooks,GA,2019,6/5/2019,36.1,2013711,NRS18_GA_10026,NRS_GA-10156,30.86435936,-83.35412582
Riverside,CA,2019,6/5/2019,70.8,2013712,NRS18_CA_10247,NRS_CA-11236,33.43362471,-114.7177604
Hale,AL,2019,6/5/2019,89.265,2013713,NRS18_AL_10004,NRS_AL-10038,32.91383014,-87.5326477
Douglas,OR,2019,6/5/2019,17.52,2013714,NRS18_OR_10968,NRS_OR-10683,43.65019378,-123.6632718
Scurry,TX,2019,6/5/2019,671.1,2013715,NRS18_TX_11022,NRS_TX-10383,32.58278184,-100.8733019
Chatham,NC,2019,6/5/2019,139.455,2013716,NRS18_NC_10037,NRS_NC-10123,35.63322712,-79.53601686
Windham,VT,2019,6/5/2019,597.01,2013717,NRS18_VT_10004,NRS_VT-10102,42.94638873,-72.87177843
Berrien,MI,2019,6/6/2019,194.145,2013718,NRS18_MI_10025,NRS_MI-10106,41.85573834,-86.26981234
Hancock,KY,2019,6/6/2019,140.49,2013719,NRS18_KY_10023,NRS_KY-10101,37.84253664,-86.74629606
Early,GA,2019,6/6/2019,24.82,2013720,NRS18_GA_10008,NRS_GA-10055,31.15898786,-85.07890755
Orange,NY,2019,6/6/2019,153.0,2013721,NRS18_NY_10063,NRS_NY-10172,41.25327075,-74.37718333
Cook,MN,2019,6/6/2019,533.85,2013722,NRS18_MN_10026,NRS_MN-10130,47.88967031,-90.7971327
Lane,OR,2019,6/6/2019,91.545,2013723,NRS18_OR_10009,NRS_OR-10475,43.99127262,-123.6643343
Butler,IA,2019,6/6/2019,300.36,2013724,NRS18_IA_10020,NRS_IA-10135,42.78602682,-92.78998822
Johnson,KY,2019,6/5/2019,183.18,2013725,NRS18_KY_10029,NRS_KY-10107,37.80267049,-82.79124437
Scioto,OH,2019,6/6/2019,156.3,2013726,NRS18_OH_10010,NRS_OH-10046,38.82668231,-83.01768675
Giles,VA,2019,6/6/2019,489.09,2013727,NRS18_VA_10008,NRS_VA-10083,37.31028069,-80.68118682
Eaton,MI,2019,6/7/2019,259.9,2013728,NRS18_MI_10012,NRS_MI-10059,42.54166706,-84.62802707
Pueblo,CO,2019,6/7/2019,1532.47,2013729,NRS18_CO_10135,NRS_CO-10447,38.15816694,-104.699869
Sandoval,NM,2019,6/6/2019,1991.12,2013730,NRS18_NM_11252,NRS_NM-10332,35.85150064,-106.9701314
Red Lake,MN,2019,6/6/2019,284.315,2013731,NRS18_MN_10029,NRS_MN-10147,47.89306518,-96.32798959
Orange,NY,2019,6/7/2019,135.06,2013732,NRS18_NY_10399,NRS_NY-10219,41.44438306,-74.38130514
Howard,IA,2019,6/7/2019,362.71,2013733,NRS18_IA_10011,NRS_IA-10106,43.4728335,-92.2803351
Lake,MN,2019,6/7/2019,480.205,2013734,NRS18_MN_10021,NRS_MN-10154,47.29310861,-91.5662546
Winneshiek,IA,2019,6/9/2019,341.405,2013735,NRS18_IA_10046,NRS_IA-10127,43.16721484,-91.67862376
Sullivan,NY,2019,6/9/2019,547.54,2013736,NRS18_NY_10054,NRS_NY-10163,41.82692272,-74.77446161
Becker,MN,2019,6/9/2019,453.82,2013737,NRS18_MN_10061,NRS_MN-10198,47.05497249,-95.21715676
Albany,WY,2019,6/9/2019,2206.07,2013738,NRS18_WY_10039,NRS_WY-10460,41.21505949,-105.7961256
Otsego,NY,2019,6/10/2019,348.19,2013739,NRS18_NY_10039,NRS_NY-10105,42.54433045,-74.95157006
Ottawa,MI,2019,6/10/2019,177.41,2013740,NRS18_MI_10009,NRS_MI-10052,43.02233916,-86.02397235
St. Louis,MN,2019,6/10/2019,377.89,2013741,NRS18_MN_10014,NRS_MN-10062,46.98701564,-92.81150143
St. Louis,MN,2019,6/9/2019,398.46,2013742,NRS18_MN_10044,NRS_MN-10181,47.12473119,-92.5521249
Deuel,NE,2019,6/10/2019,1134.37,2013743,NRS18_NE_10041,NRS_NE-10170,41.10102342,-102.5202142
Malheur,OR,2019,6/10/2019,840.03,2013744,NRS18_OR_10817,NRS_OR-10679,43.79044623,-117.8541173
Hardeman,TN,2019,6/10/2019,124.86,2013745,NRS18_TN_10040,NRS_TN-10147,35.36603338,-88.97789349
Winnebago,IA,2019,6/10/2019,361.71,2013746,NRS18_IA_10005,NRS_IA-10071,43.35914965,-93.86842916
Jackson,OK,2019,6/10/2019,422.11,2013747,NRS18_OK_10046,NRS_OK-10119,34.44337286,-99.65264394
Lamoille,VT,2019,6/10/2019,395.69,2013748,NRS18_VT_RF002,NRS_VT-10153,44.503609,-72.781937
Carbon,WY,2019,6/10/2019,2134.17,2013749,NRS18_WY_10549,NRS_WY-10516,41.48794841,-107.1787199
Mitchell,NC,2019,6/11/2019,918.96,2013750,NRS18_NC_10032,NRS_NC-10091,35.87880495,-82.07960048
Dallas,IA,2019,6/11/2019,278.615,2013751,NRS18_IA_10003,NRS_IA-10063,41.85046039,-94.0261349
Hubbard,MN,2019,6/11/2019,435.93,2013752,NRS18_MN_10025,NRS_MN-10129,46.97236748,-95.055888
Beckham,OK,2019,6/11/2019,563.62,2013753,NRS18_OK_10049,NRS_OK-10195,35.35963347,-99.40267777
Sheridan,NE,2019,6/11/2019,1119.73,2013754,NRS18_NE_10053,NRS_NE-10182,42.48216518,-102.60076
St. Louis,MN,2019,6/11/2019,380.08,2013755,NRS18_MN_10062,NRS_MN-10199,46.92118441,-93.02606272
Lincoln,WV,2019,6/11/2019,189.295,2013756,NRS18_WV_10009,NRS_WV-10057,38.14841523,-82.210465
Grand,UT,2019,6/11/2019,1264.0,2013757,NRS18_UT_10432,NRS_UT-10385,38.96446776,-109.2467861
Vinton,OH,2019,6/11/2019,216.5,2013758,NRS18_OH_10031,NRS_OH-10105,39.29524891,-82.43440894
Merrimack,NH,2019,6/11/2019,181.73,2013759,NRS18_NH_10014,NRS_NH-10125,43.35722784,-71.42338173
Platte,WY,2019,6/11/2019,1415.99,2013760,NRS18_WY_11452,NRS_WY-10569,42.06610658,-105.1126825
Butte,SD,2019,6/11/2019,912.34,2013761,NRS18_SD_10094,NRS_SD-10476,44.63120858,-103.694434
St. Louis,MN,2019,6/12/2019,380.42,2013762,NRS18_MN_10030,NRS_MN-10148,47.20551635,-92.80054005
Woodward,OK,2019,6/12/2019,479.99,2013763,NRS18_OK_11579,NRS_OK-10235,36.3949467,-99.00499315
Culberson,TX,2019,6/11/2019,924.49,2013764,NRS18_TX_11175,NRS_TX-10422,31.97990849,-104.1233041
Smyth,VA,2019,6/12/2019,558.78,2013765,NRS18_VA_RF013,NRS_VA-10156,36.91532,-81.615843
Sioux,NE,2019,6/12/2019,1329.62,2013766,NRS18_NE_11590,NRS_NE-10261,42.43332225,-103.7026537
Sioux,NE,2019,6/12/2019,1296.69,2013767,NRS18_NE_11578,NRS_NE-10249,42.42012895,-103.5414199
Wadena,MN,2019,6/12/2019,413.5,2013768,NRS18_MN_10057,NRS_MN-10194,46.70691196,-94.81103949
Grand,UT,2019,6/12/2019,1207.65,2013769,NRS18_UT_10017,NRS_UT-10332,38.61271504,-109.5583912
Allendale,SC,2019,6/12/2019,17.73,2013770,NRS18_SC_10019,NRS_SC-10085,32.84637435,-81.44289005
Carroll,TN,2019,6/12/2019,121.9,2013771,NRS18_TN_10340,NRS_TN-10149,35.97201929,-88.26058993
Fayette,TN,2019,6/11/2019,125.3,2013772,NRS18_TN_10339,NRS_TN-10148,35.14633596,-89.23759803
Goshen,WY,2019,6/12/2019,1296.92,2013773,NRS18_WY_11453,NRS_WY-10570,42.19956467,-104.5859971
Ross,OH,2019,6/12/2019,198.18,2013774,NRS18_OH_10658,NRS_OH-10113,39.30687601,-82.85680644
Chittenden,VT,2019,6/12/2019,253.47,2013775,NRS18_VT_10014,NRS_VT-10141,44.2982896,-72.94783568
Jones,SD,2019,6/12/2019,512.22,2013776,NRS18_SD_10694,NRS_SD-10479,44.13777781,-100.8015808
Pitt,NC,2019,6/13/2019,14.31,2013777,NRS18_NC_10111,NRS_NC-10226,35.58887324,-77.4127161
Colleton,SC,2019,6/13/2019,1.22,2013778,NRS18_SC_10009,NRS_SC-10059,32.7238367,-80.49558657
Marshall,WV,2019,6/12/2019,242.28,2013779,NRS18_WV_10019,NRS_WV-10075,39.96504668,-80.58732134
Washington,VA,2019,6/13/2019,536.42,2013780,NRS18_VA_RF011,NRS_VA-10155,36.646169,-81.871981
Green,WI,2019,6/13/2019,234.46,2013781,NRS18_WI_10054,NRS_WI-10202,42.52009499,-89.8124624
Wadena,MN,2019,6/13/2019,426.94,2013782,NRS18_MN_10039,NRS_MN-10176,46.73282879,-95.0939806
Sevier,UT,2019,6/13/2019,1852.19,2013783,NRS18_UT_10013,NRS_UT-10327,38.80907324,-111.3160004
Grafton,NH,2019,6/13/2019,525.72,2013784,NRS18_NH_10016,NRS_NH-10127,44.29852021,-71.95877622
Dorchester,SC,2019,6/14/2019,1.94,2013785,NRS18_SC_10034,NRS_SC-10092,32.96087269,-80.15104513
St. Louis,MN,2019,6/13/2019,398.9,2013786,NRS18_MN_10058,NRS_MN-10195,47.80981515,-92.62816101
Riverside,CA,2019,6/11/2019,169.37,2013787,NRS18_CA_10025,NRS_CA-10897,33.93082114,-117.5939787
St. Louis,MN,2019,6/14/2019,476.25,2013788,NRS18_MN_10553,NRS_MN-10226,47.30989734,-91.8730277
Goshen,WY,2019,6/13/2019,1290.78,2013789,NRS18_WY_10251,NRS_WY-10497,41.83306864,-104.148164
Howard,TX,2019,6/13/2019,715.96,2013790,NRS18_TX_10988,NRS_TX-10378,32.24645524,-101.3921172
Hardin,TN,2019,6/14/2019,135.11,2013791,NRS18_TN_10023,NRS_TN-10142,35.13524211,-88.18207379
Wright,MN,2019,6/14/2019,283.17,2013792,NRS18_MN_10012,NRS_MN-10058,45.12479497,-93.99623622
Anderson,SC,2019,6/16/2019,198.76,2013797,NRS18_SC_10779,NRS_SC-10100,34.61170055,-82.43868786
Meeker,MN,2019,6/16/2019,341.56,2013798,NRS18_MN_10060,NRS_MN-10197,45.30094252,-94.67625608
Malheur,OR,2019,6/12/2019,938.77,2013799,NRS18_OR_11118,NRS_OR-10685,43.08605265,-117.7117037
Gates,NC,2019,6/16/2019,0.13,2013800,NRS18_NC_10009,NRS_NC-10120,36.54381691,-76.89024763
Niobrara,WY,2019,6/14/2019,1130.79,2013801,NRS18_WY_11906,NRS_WY-10631,43.35868535,-104.3094053
Campbell,WY,2019,6/16/2019,1341.08,2013802,NRS18_WY_11305,NRS_WY-10549,44.05329828,-105.2684427
Campbell,WY,2019,6/16/2019,1315.49,2013803,NRS18_WY_11316,NRS_WY-10560,44.089623,-105.166272
Caroline,MD,2019,6/17/2019,0.13,2013804,NRS18_MD_10001,NRS_MD-10018,38.68907918,-75.76990306
St. Louis,MN,2019,6/16/2019,396.29,2013805,NRS18_MN_10009,NRS_MN-10107,48.03552614,-92.9070676
Columbia,WI,2019,6/17/2019,244.41,2013806,NRS18_WI_10028,NRS_WI-10131,43.56689352,-89.69697196
Clay,KY,2019,6/17/2019,334.655,2013808,NRS18_KY_10003,NRS_KY-10040,37.20463231,-83.52786634
Clarendon,SC,2019,6/17/2019,21.3,2013809,NRS18_SC_10003,NRS_SC-10044,33.76763292,-80.07378602
Sibley,MN,2019,6/17/2019,281.99,2013810,NRS18_MN_10007,NRS_MN-10104,44.51765109,-94.02857543
Campbell,WY,2019,6/17/2019,1053.56,2013811,NRS18_WY_11301,NRS_WY-10545,44.92377416,-106.0024106
Lancaster,NE,2019,6/18/2019,347.18,2013812,NRS18_NE_10058,NRS_NE-10066,40.90225738,-96.60625674
Coosa,AL,2019,6/17/2019,114.53,2013814,NRS18_AL_RF002,NRS_AL-10110,32.91311,-86.280553
Le Flore,OK,2019,6/17/2019,250.315,2013815,NRS18_OK_10024,NRS_OK-10096,34.53125675,-94.71441654
Koochiching,MN,2019,6/18/2019,352.51,2013816,NRS18_MN_10010,NRS_MN-10108,48.37845866,-93.22725536
Okaloosa,FL,2019,6/18/2019,9.22,2013817,NRS18_FL_RF002,NRS_FL-10213,30.676894,-86.703095
Cherokee,OK,2019,6/17/2019,225.53,2013818,NRS18_OK_10040,NRS_OK-10150,35.98696287,-94.91588598
Barren,KY,2019,6/18/2019,217.825,2013819,NRS18_KY_10004,NRS_KY-10050,36.93503474,-85.77766442
Grafton,NH,2019,6/18/2019,386.39,2013820,NRS18_NH_10012,NRS_NH-10123,44.07648454,-71.79800264
Lake,MI,2019,6/18/2019,276.69,2013821,NRS18_MI_10017,NRS_MI-10116,44.01721717,-85.75154523
Val Verde,TX,2019,6/18/2019,359.22,2013822,NRS18_TX_10017,NRS_TX-10089,29.7715125,-101.7318187
Plumas,CA,2019,6/18/2019,680.64,2013823,NRS18_CA_10015,NRS_CA-10821,40.00190523,-121.2682255
Plumas,CA,2019,6/17/2019,1485.24,2013824,NRS18_CA_10049,NRS_CA-11198,39.80389788,-120.3762174
Pike,PA,2019,6/18/2019,158.01,2013825,NRS18_PA_10034,NRS_PA-10115,41.41240829,-74.74692932
Humboldt,CA,2019,6/18/2019,41.19,2013826,NRS18_CA_10007,NRS_CA-10845,40.72400294,-124.1173927
Clarendon,SC,2019,6/18/2019,30.275,2013827,NRS18_SC_10001,NRS_SC-10028,33.82362488,-80.06803079
Horry,SC,2019,6/19/2019,5.53,2013828,NRS18_SC_10002,NRS_SC-10024,33.88390644,-78.78473647
Elmore,ID,2019,6/18/2019,1964.96,2013829,NRS18_ID_10053,NRS_ID-10359,43.71880286,-115.3064835
Pocahontas,WV,2019,6/18/2019,612.77,2013830,NRS18_WV_RF004,NRS_WV-10066,38.10803,-80.20808
Butte,CA,2019,6/19/2019,42.26,2013831,NRS18_CA_10019,NRS_CA-10895,39.61321394,-121.7793686
Carver,MN,2019,6/19/2019,286.59,2013832,NRS18_MN_10018,NRS_MN-10073,44.85127093,-93.9828323
Nash,NC,2019,6/18/2019,32.43,2013833,NRS18_NC_10645,NRS_NC-10349,35.98341188,-77.86095318
Price,WI,2019,6/19/2019,436.1,2013834,NRS18_WI_10048,NRS_WI-10196,45.85814649,-90.42647469
Trinity,CA,2019,6/19/2019,387.05,2013835,NRS18_CA_10094,NRS_CA-11212,40.77203975,-123.3027922
Holmes,FL,2019,6/19/2019,15.44,2013837,NRS18_FL_RF003,NRS_FL-10214,30.85189,-85.884261
Hopkins,KY,2019,6/19/2019,118.91,2013838,NRS18_KY_10016,NRS_KY-10077,37.25658727,-87.59639111
Gadsden,FL,2019,6/19/2019,25.565,2013839,NRS18_FL_10010,NRS_FL-10137,30.5869873,-84.35733272
Hot Springs,WY,2019,6/19/2019,1311.285,2013840,NRS18_WY_10034,NRS_WY-10415,43.68901283,-108.1791191
Johnson,WY,2019,6/18/2019,1339.61,2013841,NRS18_WY_11315,NRS_WY-10559,43.68237247,-106.3391975
Cheshire,NH,2019,6/20/2019,137.02,2013842,NRS18_NH_10008,NRS_NH-10114,42.75674159,-72.46334804
Koochiching,MN,2019,6/20/2019,344.57,2013843,NRS18_MN_10050,NRS_MN-10187,48.25004211,-93.88671437
St. Louis,MN,2019,6/19/2019,342.0,2013844,NRS18_MN_10067,NRS_MN-10204,48.23106934,-92.35028682
Jefferson,WV,2019,6/19/2019,101.21,2013845,NRS18_WV_10008,NRS_WV-10054,39.2489047,-77.81410271
Wood,WI,2019,6/20/2019,284.985,2013846,NRS18_WI_10027,NRS_WI-10130,44.31340117,-89.89086382
Carver,MN,2019,6/20/2019,275.53,2013847,NRS18_MN_10052,NRS_MN-10189,44.75269324,-93.77072533
Presidio,TX,2019,6/20/2019,785.22,2013848,NRS18_TX_10116,NRS_TX-10215,29.61203704,-104.467439
Sublette,WY,2019,6/20/2019,2792.68,2013849,NRS18_WY_10400,NRS_WY-10504,42.62008091,-109.1883507
Kent,DE,2019,6/20/2019,4.2,2013850,NRS18_DE_10037,NRS_DE-10100,39.00075279,-75.49461224
Le Sueur,MN,2019,6/21/2019,319.33,2013851,NRS18_MN_10008,NRS_MN-10106,44.40724308,-93.61883431
Koochiching,MN,2019,6/21/2019,347.77,2013852,NRS18_MN_10046,NRS_MN-10183,48.49412822,-94.08020957
Henry,IA,2019,6/21/2019,173.42,2013853,NRS18_IA_10007,NRS_IA-10056,41.00445546,-91.66528083
Bertie,NC,2019,6/19/2019,-0.15,2013854,NRS18_NC_10002,NRS_NC-10060,36.15021232,-76.7378938
Northampton,NC,2019,6/18/2019,18.005,2013855,NRS18_NC_10006,NRS_NC-10043,36.48170984,-77.65994012
Greene,NC,2019,6/20/2019,9.21,2013856,NRS18_NC_10008,NRS_NC-10055,35.45800189,-77.67500814
